tid,jid,cpuReq,memReq,priority
0,6262216777,0.04187,0.9551,9
1,6262216777,0.04187,0.9551,9
6,6211896520,0.4375,0.09412,8
7,6211896520,0.4375,0.09412,8
8,6211896520,0.4375,0.09412,8
9,6211896520,0.4375,0.09412,8
10,6211896520,0.4375,0.09412,8
11,6211896520,0.4375,0.09412,8
12,6211896520,0.4375,0.09412,8
13,6211896520,0.4375,0.09412,8
14,6211896520,0.4375,0.09412,8
15,6211896520,0.4375,0.09412,8
16,6211896520,0.4375,0.09412,8
17,6211896520,0.4375,0.09412,8
18,6211896520,0.4375,0.09412,8
19,6211896520,0.4375,0.09412,8
20,6211896520,0.4375,0.09412,8
21,6211896520,0.4375,0.09412,8
22,6211896520,0.4375,0.09412,8
23,6211896520,0.4375,0.09412,8
24,6211896520,0.4375,0.09412,8
25,6211896520,0.4375,0.09412,8
26,6211896520,0.4375,0.09412,8
27,6211896520,0.4375,0.09412,8
28,6211896520,0.4375,0.09412,8
29,6211896520,0.4375,0.09412,8
30,6211896520,0.4375,0.09412,8
31,6211896520,0.4375,0.09412,8
32,6211896520,0.4375,0.09412,8
33,6211896520,0.4375,0.09412,8
34,6211896520,0.4375,0.09412,8
0,6318562796,0.4375,0.09412,8
1,6318562796,0.4375,0.09412,8
2,6318562796,0.4375,0.09412,8
3,6318562796,0.4375,0.09412,8
4,6318562796,0.4375,0.09412,8
5,6318562796,0.4375,0.09412,8
6,6318562796,0.4375,0.09412,8
7,6318562796,0.4375,0.09412,8
8,6318562796,0.4375,0.09412,8
9,6318562796,0.4375,0.09412,8
10,6318562796,0.4375,0.09412,8
11,6318562796,0.4375,0.09412,8
12,6318562796,0.4375,0.09412,8
13,6318562796,0.4375,0.09412,8
14,6318562796,0.4375,0.09412,8
15,6318562796,0.4375,0.09412,8
16,6318562796,0.4375,0.09412,8
17,6318562796,0.4375,0.09412,8
18,6318562796,0.4375,0.09412,8
19,6318562796,0.4375,0.09412,8
20,6318562796,0.4375,0.09412,8
21,6318562796,0.4375,0.09412,8
22,6318562796,0.4375,0.09412,8
23,6318562796,0.4375,0.09412,8
24,6318562796,0.4375,0.09412,8
25,6318562796,0.4375,0.09412,8
26,6318562796,0.4375,0.09412,8
27,6318562796,0.4375,0.09412,8
28,6318562796,0.4375,0.09412,8
29,6318562796,0.4375,0.09412,8
30,6318562796,0.4375,0.09412,8
31,6318562796,0.4375,0.09412,8
32,6318562796,0.4375,0.09412,8
33,6318562796,0.4375,0.09412,8
34,6318562796,0.4375,0.09412,8
0,6063710427,0.05627,0.9551,2
