hostId,cpuCapacity,freeCpu,memCapacity,freeMem
5,0.5,0.31735,0.2493,5.5E-4
6,0.5,0.1455683,0.2493,5.788E-4
7,0.5,0.1138326,0.2493,0.0020996
10,0.5,0.12504,0.2493,1.97E-4
13,0.5,0.1493953,0.2493,7.048E-4
14,0.5,0.1206006,0.2493,4.156E-4
19,0.5,0.0,0.2493,0.0987
21,0.5,0.17196,0.2493,0.00367
23,0.5,0.1375259,0.2493,2.384E-4
25,0.5,0.21808,0.2493,0.00358
26,0.5,0.01181,0.2493,0.109714
27,0.5,0.15616,0.2493,0.00234
28,0.5,0.27063,0.2493,0.004724
36,0.5,0.1875,0.2493,0.001994
37,0.5,0.0544416,0.2493,9.756E-4
38,0.5,0.15313,0.2493,4.85E-4
39,0.5,0.22501,0.2493,0.002724
41,0.5,0.06637,0.2493,1.8E-4
43,0.5,0.02501,0.2493,4.458E-4
45,0.5,0.1306853,0.2493,2.58E-5
46,0.5,0.1368853,0.2493,4.188E-4
49,0.5,0.0954973,0.2493,1.996E-4
52,0.5,0.1181306,0.2493,0.0017796
54,0.5,3.6E-5,0.2493,0.002358
56,0.5,0.15625,0.2493,0.001148
60,0.5,0.07688,0.2493,6.51E-4
61,0.5,0.1057153,0.2493,0.0011768
62,0.5,0.1868,0.2493,0.00117
63,0.5,1.059E-4,0.2493,2.554E-4
67,0.5,0.1130983,0.2493,2.08E-5
68,0.5,5.932E-4,0.2493,0.0017956
72,0.5,0.1231659,0.2493,1.834E-4
73,0.5,5.073E-4,0.2493,0.020088
74,0.5,0.1081406,0.2493,7.496E-4
75,0.5,0.0243953,0.2493,4.03E-4
121306,0.5,0.1224853,0.2493,3.228E-4
243096,0.5,0.026862,0.2493,9.28E-5
381113,0.5,1.353E-4,0.4995,6.228E-4
381126,0.5,5.612E-4,0.4995,0.0030948
381128,0.5,2.2E-4,0.4995,0.07333
381129,0.5,0.1023812,0.4995,3.522E-4
381133,0.5,0.004352,0.4995,0.160683
381139,0.5,0.017452,0.4995,2.486E-4
381227,0.5,0.0799706,0.4995,6.56E-5
381233,0.5,0.0019049,0.4995,3.622E-4
381234,0.5,0.001782,0.4995,0.152234
381235,0.5,6.403E-4,0.4995,1.44E-4
381236,0.5,0.1030059,0.4995,3.514E-4
381352,0.5,6.439E-4,0.4995,0.0694234
381361,0.5,0.0381226,0.2493,8.84E-5
381364,0.5,0.026722,0.4995,1.938E-4
381365,0.5,0.0042726,0.4995,0.1248656
381368,0.5,0.006042,0.4995,0.167533
381369,0.5,0.006306,0.4995,0.162839
381370,0.5,5.65E-5,0.4995,0.092175
381371,0.5,5.316E-4,0.4995,0.0806056
381374,0.5,2.0E-5,0.4995,0.046952
381378,0.5,0.00527,0.4995,0.169671
381381,0.5,0.00338,0.4995,0.181971
381384,0.5,6.32E-4,0.4995,5.086E-4
381386,0.5,6.226E-4,0.4995,0.033884
381389,0.5,6.0E-5,0.4995,0.211548
410692,0.5,1.01E-4,0.4995,0.006936
410695,0.5,4.0E-5,0.4995,0.038722
418535,0.5,6.1E-4,0.4995,0.296052
418536,0.5,0.00312,0.4995,0.24346
418547,0.5,0.0,0.4995,0.27574
418548,0.5,0.00631,0.4995,0.165615
418549,0.5,0.0024413,0.4995,2.67E-4
