hostId,cpuCapacity,freeCpu,memCapacity,freeMem
5,0.5,0.25001,0.2493,0.001301
6,0.5,0.0036126,0.2493,6.066E-4
7,0.5,0.0356553,0.2493,3.148E-4
10,0.5,0.002476,0.2493,3.4E-4
13,0.5,0.21399,0.2493,0.00236
14,0.5,0.1056353,0.2493,4.838E-4
19,0.5,6.0E-5,0.2493,0.028273
21,0.5,0.018702,0.2493,1.93E-4
23,0.5,0.170257,0.2493,0.002828
25,0.5,0.21875,0.2493,0.00347
26,0.5,0.0087749,0.2493,1.304E-4
27,0.5,0.0793406,0.2493,2.56E-5
28,0.5,0.0618373,0.2493,7.31E-4
36,0.5,0.0507253,0.2493,5.018E-4
37,0.5,0.07577,0.2493,4.4E-4
38,0.5,0.0903606,0.2493,1.86E-5
39,0.5,0.089312,0.2493,2.0E-5
41,0.5,0.011222,0.2493,0.081111
43,0.5,0.21875,0.2493,0.00347
45,0.5,0.23126,0.2493,0.00347
46,0.5,0.096888,0.2493,7.668E-4
49,0.5,0.0612506,0.2493,2.856E-4
52,0.5,0.1173753,0.2493,3.928E-4
54,0.5,0.044076,0.2493,2.68E-5
56,0.5,0.1173753,0.2493,3.928E-4
60,0.5,0.0718759,0.2493,8.494E-4
61,0.5,0.0707679,0.2493,4.52E-5
62,0.5,1.4E-5,0.2493,0.01489
63,0.5,0.07506,0.2493,4.61E-4
67,0.5,0.1400939,0.2493,7.724E-4
68,0.5,0.21399,0.2493,0.003014
72,0.5,0.11254,0.2493,5.44E-4
73,0.5,0.0293479,0.2493,5.274E-4
74,0.5,0.078162,0.2493,2.4E-4
75,0.5,0.024868,0.2493,1.828E-4
121306,0.5,0.08051,0.2493,3.3E-4
243096,0.5,0.12501,0.2493,4.57E-4
381113,0.5,0.0080359,0.4995,2.18E-4
381126,0.5,0.00534,0.4995,0.192073
381128,0.5,5.548E-4,0.4995,0.001253
381129,0.5,0.00879,0.4995,0.1882
381133,0.5,2.99E-5,0.4995,2.326E-4
381139,0.5,0.001502,0.4995,0.179497
381227,0.5,4.2E-5,0.4995,0.172105
381233,0.5,2.4E-5,0.4995,0.100489
381234,0.5,0.0030389,0.4995,1.26E-4
381235,0.5,0.00464,0.4995,0.159782
381236,0.5,0.002664,0.4995,5.346E-4
381352,0.5,0.0036686,0.4995,4.72E-4
381361,0.5,0.009028,0.2493,3.81E-4
381364,0.5,0.0030465,0.4995,0.0933876
381365,0.5,5.58E-4,0.4995,0.134713
381368,0.5,0.0013313,0.4995,2.14E-4
381369,0.5,5.12E-5,0.4995,0.0624742
381370,0.5,6.7E-4,0.4995,0.204721
381371,0.5,0.0036326,0.4995,0.1437578
381374,0.5,1.2E-4,0.4995,0.05095
381378,0.5,2.71E-4,0.4995,0.043003
381381,0.5,0.1030059,0.4995,3.514E-4
381384,0.5,1.0E-5,0.4995,0.15921
381386,0.5,5.613E-4,0.4995,1.83E-4
381389,0.5,0.00629,0.4995,0.268957
410692,0.5,0.002664,0.4995,6.908E-4
410695,0.5,3.4E-5,0.4995,0.010542
418535,0.5,5.772E-4,0.4995,0.052706
418536,0.5,0.007,0.4995,0.24259
418547,0.5,3.2E-5,0.4995,0.256644
418548,0.5,5.25E-5,0.4995,0.1254444
418549,0.5,0.1023812,0.4995,3.522E-4
418551,0.5,6.93E-5,0.4995,0.0017168
418552,0.5,0.0,0.4995,0.01538
418559,0.5,8.82E-5,0.4995,3.654E-4
418560,0.5,5.953E-4,0.4995,0.009797
418561,0.5,3.2E-5,0.4995,8.158E-4
418562,0.5,0.01246,0.4995,7.1E-5
418564,0.5,0.1030059,0.4995,3.514E-4
418565,0.5,0.0015079,0.4995,3.812E-4
418566,0.5,5.4E-4,0.4995,0.150303
418570,0.5,1.0E-5,0.4995,0.003763
418572,0.5,0.0174726,0.4995,6.984E-4
418574,0.5,5.373E-4,0.4995,0.060127
418581,0.5,1.606E-4,0.4995,0.0638156
418583,0.5,5.873E-4,0.4995,0.061848
418584,0.5,1.0E-5,0.4995,0.208226
418585,0.5,0.0012838,0.4995,0.138173
418586,0.5,0.01172,0.4995,0.184601
418588,0.5,7.3E-6,0.4995,0.005171
418589,0.5,6.36E-5,0.4995,8.086E-4
418689,0.5,3.2E-5,0.4995,0.048751
418690,0.5,0.0524612,0.4995,6.622E-4
418691,0.5,0.00431,0.4995,0.269753
418695,0.5,1.479E-4,0.4995,0.1406124
418697,0.5,0.1030059,0.4995,3.514E-4
418708,0.5,0.1030059,0.4995,3.514E-4
421565,0.5,5.406E-4,0.4995,0.1247386
421569,0.5,5.872E-4,0.4995,5.814E-4
421571,0.5,0.0013426,0.4995,0.0530156
421574,0.5,5.359E-4,0.4995,0.019421
421578,0.5,0.0030865,0.4995,4.912E-4
421587,0.5,0.00124,0.4995,0.261291
421592,0.5,4.16E-5,0.4995,0.0023118
421593,0.5,5.0E-5,0.4995,0.073663
422053,0.5,0.00318,0.4995,0.187077
422055,0.5,1.0E-5,0.4995,0.116683
422069,0.5,1.33E-5,0.4995,0.0010598
422080,0.5,0.0,0.4995,0.080532
422082,0.5,8.2E-5,0.4995,0.112851
422084,0.5,6.13E-5,0.4995,0.012213
422087,0.5,0.003762,0.4995,0.178913
422090,0.5,0.1030059,0.4995,3.514E-4
422091,0.5,0.0018992,0.4995,0.1362094
450799,0.5,1.53E-5,0.4995,0.027431
485231,0.5,1.953E-4,0.4995,0.006468
485241,0.5,0.004554,0.4995,0.168974
486699,0.5,0.0021372,0.4995,0.1968408
486702,0.5,0.0,0.4995,0.06354
486703,0.5,5.91E-4,0.4995,0.005338
486704,0.5,0.1030059,0.4995,3.514E-4
486707,0.5,0.0012159,0.4995,0.1059668
486711,0.5,7.59E-5,0.4995,0.1020404
486805,0.5,0.003144,0.4995,0.160562
486816,0.5,1.346E-4,0.4995,0.0021566
486820,0.5,5.512E-4,0.4995,6.1E-5
486821,0.5,1.271E-4,0.4995,0.1435598
486826,0.5,0.00308,0.4995,0.162871
486827,0.5,0.004432,0.4995,0.223087
486956,0.5,0.1036306,0.4995,0.0019066
486957,0.5,0.0038916,0.4995,0.0624036
486958,0.5,1.69E-5,0.4995,0.0808026
486959,0.5,0.00624,0.4995,0.225073
486961,0.5,1.82E-5,0.4995,0.0020738
487295,0.5,0.1030059,0.4995,3.514E-4
487385,0.5,0.0034379,0.4995,0.1183194
487386,0.5,0.00126,0.4995,0.173291
487390,0.5,0.0037212,0.4995,0.1413722
487391,0.5,6.179E-4,0.4995,0.1071788
487397,0.5,3.1E-4,0.4995,0.00705
487399,0.5,2.42E-4,0.4995,0.11912
487402,0.5,0.02512,0.4995,5.46E-4
487403,0.5,1.73E-5,0.4995,0.0357728
487404,0.5,0.1036306,0.4995,0.0019066
487407,0.5,0.0031485,0.4995,0.1326876
487411,0.5,0.005452,0.4995,0.246433
487414,0.5,5.54E-4,0.4995,0.01479
487535,0.5,0.003601,0.4995,3.0E-4
487538,0.5,5.3E-6,0.4995,0.134361
487541,0.5,0.0700906,0.4995,1.448E-4
487545,0.5,0.00499,0.4995,0.187164
487547,0.5,2.85E-5,0.4995,0.1129882
487548,0.5,5.973E-4,0.4995,0.0183198
495767,0.5,0.01113,0.4995,0.184257
514995,0.5,5.792E-4,0.4995,0.059722
514996,0.5,0.0,0.4995,0.161163
567335,0.5,0.0024565,0.4995,0.1290772
567336,0.5,1.2E-5,0.4995,0.066153
567341,0.5,5.863E-4,0.4995,0.010633
567345,0.5,0.018754,0.4995,3.798E-4
567348,0.5,0.0042883,0.4995,7.688E-4
567376,0.5,8.8E-5,0.4995,0.14988
567377,0.5,6.136E-4,0.4995,1.241E-4
567382,0.5,5.9E-4,0.4995,0.105583
567383,0.5,2.326E-4,0.4995,0.097272
567596,0.5,0.1023812,0.4995,3.522E-4
567597,0.5,3.0E-5,0.4995,0.148557
567599,0.5,1.479E-4,0.4995,0.0500342
567601,0.5,0.01135,0.4995,0.236971
567604,0.5,0.003192,0.4995,0.227153
567608,0.5,2.8E-5,0.4995,0.123813
567610,0.5,0.002574,0.4995,0.182424
567611,0.5,5.532E-4,0.4995,0.0834566
567616,0.5,7.53E-5,0.4995,0.076197
567617,0.5,0.00985,0.4995,6.8E-4
567618,0.5,2.0E-5,0.4995,0.205222
567624,0.5,6.2E-4,0.4995,0.14701
567626,0.5,1.0E-5,0.4995,0.0294
567748,0.5,0.1030059,0.4995,0.0011294
567752,0.5,0.0027663,0.4995,0.0718248
567756,0.5,0.003109,0.4995,0.182998
567757,0.5,2.353E-4,0.4995,0.1366598
567763,0.5,2.3E-6,0.4995,0.03917
567764,0.5,0.00775,0.4995,0.269748
567769,0.5,0.01087,0.4995,0.243112
567777,0.5,0.0010092,0.4995,0.0515044
567780,0.5,1.29E-5,0.4995,0.02654
567782,0.5,1.479E-4,0.4995,0.0921936
567783,0.5,1.0E-5,0.4995,0.059501
567790,0.5,0.00935,0.4995,0.320626
567902,0.5,1.159E-4,0.4995,0.0639856
567907,0.5,0.0031406,0.4995,1.656E-4
567909,0.5,2.406E-4,0.4995,0.114737
567910,0.5,0.0024373,0.4995,0.123388
567917,0.5,0.0017419,0.4995,9.22E-5
567920,0.5,0.0052453,0.4995,0.2026208
567924,0.5,0.0028,0.4995,0.156174
567929,0.5,1.053E-4,0.4995,7.0E-6
567930,0.5,4.644E-4,0.4995,0.027394
567933,0.5,4.41E-5,0.4995,2.71E-4
568912,0.5,1.6E-6,0.4995,1.628E-4
595665,0.5,0.001272,0.4995,0.175741
595666,0.5,1.044E-4,0.4995,0.0265118
595672,0.5,3.2E-5,0.4995,0.0517
595677,0.5,0.009993,0.4995,1.96E-4
599601,0.5,0.003152,0.4995,0.155463
599604,0.5,6.1E-4,0.4995,0.008626
599605,0.5,0.00441,0.4995,0.30988
599607,0.5,5.165E-4,0.4995,0.1177408
599610,0.5,0.1023812,0.4995,3.522E-4
599614,0.5,0.00387,0.4995,0.1716
599619,0.5,5.512E-4,0.4995,0.1129412
599620,0.5,2.89E-5,0.4995,0.0017396
599621,0.5,0.1042553,0.4995,0.0026838
599623,0.5,0.00436,0.4995,0.18617
599624,0.5,1.12E-5,0.4995,0.0027838
599626,0.5,0.0013273,0.4995,0.0641028
599632,0.5,0.00443,0.4995,0.183441
599637,0.5,0.00863,0.4995,0.165584
599756,0.5,5.053E-4,0.4995,0.069317
599757,0.5,0.0025906,0.4995,0.0638598
599758,0.5,0.00799,0.4995,0.17009
599760,0.5,1.0E-5,0.4995,0.105106
599763,0.5,0.00358,0.4995,0.30361
599764,0.5,0.00311,0.4995,0.219163
599765,0.5,0.0011795,0.4995,4.234E-4
599770,0.5,0.0023619,0.4995,2.428E-4
