tid,jid,cpuReq,memReq,priority
1,4707865726,0.0625,0.01746,0
5,4707865726,0.0625,0.01746,0
7,4707865726,0.0625,0.01746,0
10,4707865726,0.0625,0.01746,0
11,4707865726,0.0625,0.01746,0
13,4707865726,0.0625,0.01746,0
15,4707865726,0.0625,0.01746,0
17,4707865726,0.0625,0.01746,0
19,4707865726,0.0625,0.01746,0
20,4707865726,0.0625,0.01746,0
21,4707865726,0.0625,0.01746,0
24,4707865726,0.0625,0.01746,0
27,4707865726,0.0625,0.01746,0
29,4707865726,0.0625,0.01746,0
30,4707865726,0.0625,0.01746,0
31,4707865726,0.0625,0.01746,0
33,4707865726,0.0625,0.01746,0
35,4707865726,0.0625,0.01746,0
44,4707865726,0.0625,0.01746,0
48,4707865726,0.0625,0.01746,0
49,4707865726,0.0625,0.01746,0
53,4707865726,0.0625,0.01746,0
61,4707865726,0.0625,0.01746,0
63,4707865726,0.0625,0.01746,0
65,4707865726,0.0625,0.01746,0
68,4707865726,0.0625,0.01746,0
69,4707865726,0.0625,0.01746,0
70,4707865726,0.0625,0.01746,0
73,4707865726,0.0625,0.01746,0
75,4707865726,0.0625,0.01746,0
76,4707865726,0.0625,0.01746,0
78,4707865726,0.0625,0.01746,0
80,4707865726,0.0625,0.01746,0
83,4707865726,0.0625,0.01746,0
85,4707865726,0.0625,0.01746,0
88,4707865726,0.0625,0.01746,0
89,4707865726,0.0625,0.01746,0
95,4707865726,0.0625,0.01746,0
96,4707865726,0.0625,0.01746,0
