servers infra.cpu infra.freeCpu cpu.fragmentation cpu.remaing infra.mem infra.freeMem mem.fragmentation mem.remaing
3428 115.5625 400.6775573 0.060636865164673 -115.5625 0.00133000000005268 680.2644026 0.116031589162227 -0.00133000000005268
3482 0 337.365141 0.0510907721197895 0 1079.18883 1285.95683888 0.209911827036885 -1079.18883
3523 0 450.294023 0.0681927873395676 0 623.75133 933.02734358 0.153843856554874 -623.75133
3346 0 362.456016 0.0548905487449362 0 901.43883 1135.99311384 0.186546540060626 -901.43883
3172 28.09375 465.138196 0.0704305471178635 -28.09375 564.12633 914.2620683 0.151791667584804 -564.12633
2493 254.5625 390.4734543 0.05894591431871 -254.5625 0.00133000000005268 813.9452514 0.13883331544701 -0.00133000000005268
3521 0 429.705372 0.0650748301215311 0 883.81383 1174.91376358 0.192918114703821 -883.81383
3124 0 306.254544 0.0463793653125355 0 760.68883 999.7647469 0.163290007565402 -760.68883
2909 49.375 393.5520183 0.0595767100210108 -49.375 0.00133000000005268 726.6268814 0.123939562166965 -0.00133000000005268
3467 0 362.907052 0.0549588538977019 0 830.62633 1156.8172473 0.190081496758908 -830.62633
3124 0 312.519325 0.0473281073713702 0 773.62633 998.3774753 0.16353471011981 -773.62633
3182 0 418.218841 0.0633353032218983 0 682.87633 1016.01410648 0.167510482889566 -682.87633
3195 0 377.199289 0.057123278537084 0 612.06383 998.73815984 0.165045899798015 -612.06383
3126 0 359.060278 0.0543762962177715 0 655.93883 895.2437249 0.147044663795458 -655.93883
3120 0 462.292938 0.0700099099685761 0 170.06383 679.0003021 0.114545474254485 -170.06383
2904 18.5 444.349922 0.0672870870590583 -18.5 357.37633 794.3001281 0.132417044910962 -357.37633
3120 0 401.436899 0.0607938362170143 0 611.37633 998.6198691 0.165144038051294 -611.37633
1437 123.65625 438.2923 0.0663244134167775 -123.65625 670.06383 858.350663 0.139711560226684 -670.06383
3120 5.84375 521.839516 0.0790256086808228 -5.84375 202.75133 773.4474123 0.130476353197444 -202.75133
3121 0 459.574427 0.0695982170900693 0 492.81383 949.15099924 0.158049736127909 -492.81383
3122 0 397.264412 0.0601619523719381 0 734.62633 1005.5566891 0.165622309599162 -734.62633
3414 0 475.820312 0.0720585033127627 0 777.37633 1033.31449778 0.169871888781987 -777.37633
3122 0 380.833757 0.0576736844735547 0 894.00133 1069.72569084 0.175212757889681 -894.00133
3122 0 394.294045 0.0597121182750918 0 661.81383 829.38601084 0.135704798498603 -661.81383
3414 0 305.306246 0.0462357545148223 0 1081.37633 1064.18134178 0.171851634067594 -1081.37633
2894 0 509.540309 0.0771650791655624 0 0.00133000000005268 465.73082328 0.0794389425382305 -0.00133000000005268
3123 0 403.665436 0.0611313271495097 0 819.18883 1025.83703064 0.168820377365727 -819.18883
2304 196.5625 510.7823983 0.0772348961613286 -196.5625 0.00133000000005268 533.2900992 0.0909624210297944 -0.00133000000005268
