servers infra.cpu infra.freeCpu cpu.fragmentation cpu.remaing infra.mem infra.freeMem mem.fragmentation mem.remaing
-236 25.5 328.9772453 0.0497692741931332 -25.5 0.00133000000005268 662.219351 0.112953673235401 -0.00133000000005268
-236 0.25 301.55618 0.0456675546376048 -0.25 1047.81383 1227.106883 0.198023334495335 -1047.81383
-236 3.25 433.2265 0.0656058356943757 -3.25 557.87633 888.658723 0.146098842937325 -557.87633
-236 10.75 328.136544 0.0496811165937057 -10.75 884.06383 1104.172674 0.180319037739144 -884.06383
-236 0.25 441.95216 0.0669292670063484 -0.25 525.31383 841.328432 0.138440943449716 -525.31383
-325 9.25 309.3239923 0.0468204014018342 -9.25 0.00133000000005268 871.539074 0.14865700272687 -0.00133000000005268
-237 0 404.72798 0.0612922394275546 0 779.25133 1126.5571234 0.184426929940498 -779.25133
-236 0.25 272.12336 0.0412102541474183 -0.25 752.25133 955.569767 0.154734233620945 -752.25133
-448 0 367.7086163 0.0556860055730133 0 0.00133000000005268 759.375523 0.129525446197497 -0.00133000000005268
-236 0.75 325.20569 0.0492484365393328 -0.75 870.37633 1096.630423 0.177619152744488 -870.37633
-236 0.25 277.92248 0.0420884653244899 -0.25 699.18883 910.551177 0.147264031029779 -699.18883
-236 0 397.96054 0.0602673743989702 0 627.25133 951.634112 0.155741750178172 -627.25133
-236 15.5 342.851485 0.0519047099891201 -15.5 551.87633 919.817592 0.150761840202501 -551.87633
-236 0 332.913255 0.05041657592852 0 614.81383 843.682652 0.137615774488035 -614.81383
-236 25 409.91683 0.0620391664420605 -25 142.00133 610.391339 0.102767325190644 -142.00133
-236 3.25 415.035147 0.0628500087974155 -3.25 298.12633 780.61353 0.130492925301224 -298.12633
-236 4.75 373.497683 0.0565581331995046 -4.75 631.37633 942.93433 0.154309273200056 -631.37633
-236 2.25 342.38481 0.0518450951847127 -2.25 745.18883 938.276239 0.154469422768357 -745.18883
-236 19.25 483.61809 0.0732156487453652 -19.25 185.31383 699.135748 0.117516125054727 -185.31383
-236 2.75 438.421422 0.0663924874347904 -2.75 476.12633 884.337633 0.146159180341188 -476.12633
-236 0.25 360.087473 0.0545315546584987 -0.25 707.00133 934.567587 0.152105417204089 -707.00133
-237 0 458.632106 0.0694555114526938 0 560.43883 967.40502214 0.159409832401672 -560.43883
-236 0.25 352.07393 0.0533180354598487 -0.25 798.37633 998.989509 0.162142913516151 -798.37633
-236 5 342.2797 0.051828306263854 -5 711.75133 825.340481 0.13442454081365 -711.75133
-237 0 280.01352 0.0424054094574641 0 778.50133 987.33904528 0.159859034222784 -778.50133
-236 10.25 480.1854283 0.0727106145530497 -10.25 0.00133000000005268 493.546933 0.084183492403055 -0.00133000000005268
-236 0 384.701425 0.0582594063529323 0 686.43883 933.380701 0.152088637717936 -686.43883
-236 51 407.7756973 0.0616023597295569 -51 0.00133000000005268 547.153221 0.0933270318011901 -0.00133000000005268
