tasks prod nonprod.tasks total.cpu total.mem nTasks cpu.request mem.request pendingFraction cpuOnQueue memOnQueue
-4320 238 -4558 285.1150573 680.2630726 0 0 0 -0.0330176782152111 0.0348347083999926 0.0962838418417854
-4666 238 -4904 337.365141 206.76800888 0 0 0 -0.042023542550413 0.0456404185563042 0.0426138793752386
7665 238 7427 450.294023 309.27601358 0 0 0 0.0548648242393008 0.056213230072226 0.0547343296187823
-621 238 -859 362.456016 234.55428384 0 0 0 -0.00519295898315006 0.0494915449359954 0.0465143826398857
5654 238 5416 437.044446 350.1357383 0 0 0 0.0455215168471479 0.0591350805229864 0.0640063287270256
-4546 238 -4784 135.9109543 813.943921400001 0 0 0 -0.0325672693927845 0.0166894770101739 0.114990321108996
2092 238 1854 429.705372 291.09993358 0 0 0 0.0156246499017858 0.0546296878442765 0.0508003018483534
1827 238 1589 306.254544 239.0759169 0 0 0 0.0149069843342036 0.0443222641365354 0.0468061320089305
-5026 238 -5264 344.177018300001 726.625551400002 0 0 0 -0.0340826636829078 0.0429891246880139 0.102980866867343
-713 238 -951 362.907052 326.1909173 0 0 0 -0.00676444916701453 0.0537464360318209 0.0673082322719741
-2846 238 -3084 312.519325 224.7511453 0 0 0 -0.0229938919949585 0.0444820850140565 0.0431455937700017
-5889 238 -6127 418.218841 333.137776480001 0 0 0 -0.045569561482926 0.0526396792982881 0.0478482969090644
-365 238 -603 377.199289 386.67432984 0 0 0 -0.00271361341788906 0.0515473899931008 0.0680165545351891
1741 238 1503 359.060278 239.3048949 0 0 0 0.0135683835620709 0.0514864403330083 0.0450978167071674
5199 238 4961 462.292938 508.9364721 0 0 0 0.0442223450856973 0.0663691655928611 0.0899109787560817
2597 238 2359 425.849922 436.9237981 0 0 0 0.0212849661096131 0.0583113923271842 0.0770228165662866
1220 238 982 401.436899 387.2435391 0 0 0 0.00975126286846986 0.055048599919482 0.0725967704298558
4539 238 4301 314.63605 188.286833 0 0 0 0.0381137113635791 0.0484810187433366 0.0384735328546178
6939 238 6701 515.995766 570.6960823 0 0 0 0.0536235915982751 0.0705137335079491 0.0950925878665324
2399 238 2161 459.574427 456.33716924 0 0 0 0.0195833537411634 0.0641618811065373 0.0845887144368092
1683 238 1445 397.264412 270.9303591 0 0 0 0.0140165900459724 0.0567936911470915 0.0523562315400708
933 238 695 475.820312 255.93816778 0 0 0 0.00576937346953921 0.0552976357334081 0.0393707582060149
-1695 238 -1933 380.833757 175.72436084 0 0 0 -0.0142273181295483 0.0530822347323469 0.0349785435616788
-3404 238 -3642 394.294045 167.57218084 0 0 0 -0.0284102290178273 0.057963242556728 0.0333062608943345
-12783 238 -13021 305.306246 -17.1949882199999 0 0 0 -0.0894817158537268 0.0368263446505246 -0.00284532707601473
3668 238 3430 509.540309 465.72949328 0 0 0 0.0224544391593665 0.0626390048110227 0.0647226689080142
-1482 238 -1720 403.665436 206.64820064 0 0 0 -0.0130986998523966 0.0581461928287375 0.040758428426297
817 238 579 314.2198983 533.2887692 0 0 0 0.00590475777483865 0.0410218425484376 0.0821005290632835
