servers infra.cpu infra.freeCpu cpu.fragmentation cpu.remaing infra.mem infra.freeMem mem.fragmentation mem.remaing
9599 46.125 413.1922886 0.0625708343343119 -46.125 59.8138300000001 823.7281624 0.140375099285771 -59.8138300000001
9652 0 350.01578 0.0530065922083822 0 1256.50133 1471.01815594 0.248115592355813 -1256.50133
9693 0 462.3656493 0.0700209214099118 0 827.81383 1121.87819658 0.189332524162978 -827.81383
9388 0 374.774042 0.0567559977283913 0 1085.31383 1314.57085484 0.222119148663923 -1085.31383
9231 0 478.390076 0.0724476698595389 0 695.87633 1082.51795284 0.183255583572534 -695.87633
8589 32.9375 414.6847743 0.0627950269765614 -32.9375 0.00133000000005268 968.6533082 0.165221624141735 -0.00133000000005268
9694 0 442.665529 0.0670375237951009 0 1062.43883 1350.13599458 0.227572775618845 -1062.43883
9294 0 317.115679 0.0480241818801348 0 939.93883 1196.7915413 0.201281926778473 -939.93883
9051 0 410.964093 0.0622366399878848 0 66.4388300000001 861.2324833 0.146744505661393 -66.4388300000001
9636 0 375.871984 0.0569222707000341 0 1016.87633 1353.1080097 0.228625564534053 -1016.87633
9293 0 323.773968 0.049032517018135 0 976.50133 1196.34377544 0.201923644060926 -976.50133
9353 0 430.239704 0.0651557496687237 0 881.18883 1208.36410158 0.204144177076113 -881.18883
9364 0 388.173073 0.0587851547344111 0 806.56383 1204.22581784 0.203731171627866 -806.56383
9292 0 369.984197 0.0560306208306516 0 853.43883 1099.8434545 0.185895541888163 -853.43883
9293 0 475.107656 0.071950578275849 0 357.43883 866.60597444 0.147131959629805 -357.43883
9138 23.5625 455.262014 0.068944021916897 -23.5625 546.25133 996.8609552 0.168730895266265 -546.25133
9292 0 413.162574 0.0625695792223526 0 802.18883 1192.95306264 0.201669338370895 -802.18883
7608 137.0625 451.64233 0.0683833768964174 -137.0625 855.93883 1044.216336 0.174659134890024 -855.93883
9290 0 535.061419 0.0810300108280014 0 362.12633 947.34740504 0.160876685800771 -362.12633
9293 0 473.128529 0.0716508581380381 0 672.00133 1121.07930844 0.189592584252237 -672.00133
9293 0 409.851966 0.0620682188316359 0 894.18883 1184.71244064 0.200169622884069 -894.18883
8717 0 482.2711336 0.0730354194676864 0 903.50133 1169.61450638 0.196132394665697 -903.50133
8803 0 390.358398 0.0591161016166282 0 1082.00133 1258.16054044 0.212758783663066 -1082.00133
9293 0 399.9845561 0.0605738925680536 0 846.25133 1003.89119824 0.168614299035263 -846.25133
8753 0 310.8822976 0.0470801949948889 0 1205.50133 1205.20410138 0.200735485759067 -1205.50133
9227 9.9375 516.4291247 0.0782079267301497 -9.9375 191.87633 629.3558405 0.10683581961995 -191.87633
8838 0 412.919577 0.0625327796160981 0 988.50133 1192.76857164 0.201537893309619 -988.50133
7650 54.125 525.9185718 0.0796324943159407 -54.125 0.00133000000005268 679.755851 0.115944852789634 -0.00133000000005268
