servers infra.cpu infra.freeCpu cpu.fragmentation cpu.remaing infra.mem infra.freeMem mem.fragmentation mem.remaing
3217 90 398.3821733 0.0602938609534224 -90 0.00133000000005268 736.6879654 0.125655667077881 -0.00133000000005268
2844 0 332.451332 0.0503466220421762 0 1073.50133 1301.85288414 0.213291785092405 -1073.50133
3172 0 447.808442 0.0678163695150115 0 649.25133 991.19694124 0.164757644455843 -649.25133
2882 0 358.170674 0.054241574073373 0 881.43883 1136.52243984 0.186841282833149 -881.43883
3523 12.375 467.641126 0.0708160499363823 -12.375 595.62633 971.5889725 0.162417483303079 -595.62633
2846 268.3125 392.3307653 0.0592285367909355 -268.3125 0.00133000000005268 830.0682946 0.141583397439249 -0.00133000000005268
3521 0 432.563211 0.0655076229129595 0 911.56383 1231.29066924 0.204026373459813 -911.56383
2831 0 301.332184 0.0456339202665354 0 848.87633 1080.8245111 0.178475888196549 -848.87633
2517 22.5625 391.3601523 0.0592561864193111 -22.5625 0.00133000000005268 757.191043 0.129152842896998 -0.00133000000005268
2842 0 358.578259 0.0543032989815621 0 841.56383 1181.0206961 0.194790525306092 -841.56383
2828 0 308.16523 0.0466687207057131 0 812.50133 1050.3790571 0.173437379746862 -812.50133
2644 0 412.990245 0.0625434816188998 0 677.81383 1045.08242094 0.173165313215434 -677.81383
2709 0 372.579189 0.0564236079203423 0 662.56383 1066.32086364 0.177548423622045 -662.56383
2830 0 353.928317 0.0535991090750767 0 695.87633 927.1055301 0.152820491872526 -695.87633
2555 0 458.657698 0.0694593871199788 0 210.68883 722.3192851 0.121894939676054 -210.68883
2561 0 439.576266 0.066569684019233 0 422.81383 847.07227374 0.141512993437702 -422.81383
2825 0 397.521642 0.0602009074319464 0 661.93883 1039.12613664 0.172448729568256 -661.93883
2864 142.75 428.60769 0.0648173423532525 -142.75 768.06383 951.076116 0.1567850314535 -768.06383
2602 0 517.37632 0.0783517692045584 0 205.37633 796.2651761 0.134490185416972 -205.37633
2813 0 454.3527 0.0688074357324045 0 496.87633 971.52456364 0.162184703429964 -496.87633
2837 0 393.044739 0.0595229226517245 0 790.06383 1011.5194711 0.166283733032492 -790.06383
3411 0 475.219418 0.0719675035777837 0 831.18883 1086.53835778 0.179935374954213 -831.18883
3122 0 380.633454 0.0576433504713588 0 969.75133 1147.18540364 0.19030756546862 -969.75133
2849 0 389.70436 0.0590170537235452 0 734.87633 902.5823081 0.149251695779336 -734.87633
3413 0 303.849409 0.0460151302767577 0 1146.43883 1122.34109078 0.183460458858894 -1146.43883
2894 0 505.554411 0.0765614524665884 0 2.12633000000005 527.28013968 0.0899255082620937 -2.12633000000005
3123 0 403.079935 0.0610426585393556 0 857.62633 1083.87250364 0.180077300457509 -857.62633
2704 185.625 512.9322513 0.0775766604085538 -185.625 0.00133000000005268 592.919729 0.101133352725671 -0.00133000000005268
