tasks prod nonprod.tasks total.cpu total.mem nTasks cpu.request mem.request pendingFraction cpuOnQueue memOnQueue
6248 238 6010 300.5158653 678.80734 0 0 0 0.0477533457149627 0.0367163440487188 0.0960777987195465
4463 238 4225 272.38715 174.450057 0 0 0 0.0401952572658579 0.0368498757711272 0.0359533069272621
11415 238 11177 402.375067 320.4483636 0 0 0 0.0817067147673345 0.0502311846510971 0.0567115637454531
7639 238 7401 334.466764 253.819644 0 0 0 0.0638792490696994 0.0456697534304493 0.0503348898568365
11149 238 10911 424.24527 314.159898 0 0 0 0.089762891993076 0.0574032651199647 0.0574297893778781
5346 238 5108 311.2941363 861.561791000001 0 0 0 0.0382984210677135 0.0382260308445262 0.121717558664148
7090 238 6852 403.68389 343.717203999999 0 0 0 0.0529535218946755 0.0513215015111872 0.0599826234892406
8123 238 7885 253.61086 215.797663 0 0 0 0.0662777415143603 0.036703479981064 0.0422487301630702
7900 238 7662 371.677000300001 744.776437000002 0 0 0 0.0535720340419761 0.0464239855074706 0.105553297646713
5267 238 5029 287.01946 204.282888 0 0 0 0.0499696406208493 0.0425075042266684 0.042152982641291
7518 238 7280 271.20866 234.072902 0 0 0 0.0607407168018615 0.0386021781874396 0.0449350962317762
7422 238 7184 396.224764 479.378955000001 0 0 0 0.057432040299928 0.0498713650899336 0.0688527936193813
7142 238 6904 318.527158 405.583176 0 0 0 0.0530976083029136 0.0435293599846102 0.0713426469773
8891 238 8653 305.957005 216.82106 0 0 0 0.0692914981334705 0.043871845613617 0.0408606619861237
8996 238 8758 374.93306 464.225979 0 0 0 0.0765193722621528 0.0538273295997832 0.0820122243620398
8905 238 8667 388.032409 428.138487 0 0 0 0.07298522264386 0.0531330613625459 0.0754741039342999
8499 238 8261 337.666663 281.936463 0 0 0 0.067931133704201 0.046303857677103 0.0528547919166988
4749 238 4511 267.63481 148.072309 0 0 0 0.0398770687961307 0.0412387844303898 0.0302563103027529
10721 238 10483 461.39927 513.917031 0 0 0 0.0828503423440132 0.0630528142076698 0.0856317433081404
9555 238 9317 390.008022 358.154929 0 0 0 0.0779987265514032 0.0544496100479494 0.0663892118710656
6803 238 6565 300.820833 189.954021 0 0 0 0.0566576720634286 0.0430059299648839 0.0367078711240798
6940 238 6702 460.836124 421.7469619 0 0 0 0.0429147394197235 0.0535562427140515 0.0648769888645886
6246 238 6008 327.45875 205.457852 0 0 0 0.0524270377800347 0.045642598412464 0.0408970981138721
3137 238 2899 306.48633 111.182867 0 0 0 0.0261818121119049 0.0450550590641342 0.0220984506898424
3204 238 2966 277.23376 227.463712 0 0 0 0.0224281794254354 0.0334402133211543 0.0376393778398541
10269 238 10031 458.0149983 477.363551 0 0 0 0.0628638592496005 0.0563048755423082 0.0663394599352803
7832 238 7594 358.127155 245.385114 0 0 0 0.0692233584642172 0.0515866080043503 0.0483987355073624
4953 238 4715 343.4230973 544.928998 0 0 0 0.0357971422996032 0.0448343605900065 0.0838925580691283
