servers infra.cpu infra.freeCpu cpu.fragmentation cpu.remaing infra.mem infra.freeMem mem.fragmentation mem.remaing
-236 304.25 322.608106 0.0481710738509141 -304.25 0.00133000000005268 382.465286 0.0652364645875821 -0.00133000000005268
-236 19.5 312.67296 0.0473338530813233 -19.5 77.5013300000001 253.189618 0.0402662152615854 -77.5013300000001
-236 64.375 403.849836 0.0610707485331546 -64.375 0.00133000000005268 190.256893 0.0324517712880501 -0.00133000000005268
-236 22.125 343.670644 0.0520287022717609 -22.125 0.00133000000005268 222.433779 0.0379401251047019 -0.00133000000005268
-236 19.25 420.694322 0.0636834986793296 -19.25 0.00133000000005268 273.39088 0.0466318060159481 -0.00133000000005268
-236 286.875 331.549072 0.0495921895540252 -286.875 0.00133000000005268 493.156345 0.084116858767124 -0.00133000000005268
-255 0 395.181542 0.0598465213341915 0 0.00133000000005268 292.636453 0.0499144821768266 -0.00133000000005268
-236 29.5625 264.41952 0.0400071325281902 -29.5625 0.00133000000005268 163.90336 0.0279566873273586 -0.00133000000005268
-236 128.6875 320.246033 0.0482168195922828 -128.6875 0.00133000000005268 427.966686 0.0729975647425482 -0.00133000000005268
-236 22.6875 327.94939 0.0496389230542335 -22.6875 58.7513300000001 245.237958 0.0398122374952787 -58.7513300000001
-236 31.8125 269.55219 0.0407797356986846 -31.8125 0.00133000000005268 165.733404 0.0282688360232236 -0.00133000000005268
-236 12.8125 393.810766 0.0596276352871019 -12.8125 0.00133000000005268 313.587809 0.0534881276030044 -0.00133000000005268
-236 33.5 340.991735 0.051601886242862 -33.5 0.00133000000005268 332.206757 0.0566639324338591 -0.00133000000005268
-236 73.75 312.657584 0.0472465963992355 -73.75 0.00133000000005268 145.224203 0.0247706179181557 -0.00133000000005268
-236 108.0625 390.070972 0.0588523827385661 -108.0625 0.00133000000005268 335.983959 0.0573082168609438 -0.00133000000005268
-236 38.3125 384.808594 0.0582115430227271 -38.3125 0.00133000000005268 317.824017 0.0542106987338052 -0.00133000000005268
-236 33.3125 368.048059 0.0557010229243434 -33.3125 0.00133000000005268 260.170458 0.0443768150064448 -0.00133000000005268
-236 35.8125 362.8374 0.0548714712172631 -35.8125 154.00133 340.496119 0.0542952471900298 -154.00133
-236 95.9375 449.683217 0.0679047379351119 -95.9375 0.00133000000005268 372.224316 0.0634896740826708 -0.00133000000005268
-236 64.75 411.326424 0.0621960585087432 -64.75 0.00133000000005268 312.888196 0.0533687987634628 -0.00133000000005268
-236 52.625 359.059365 0.0543111324979076 -52.625 0.00133000000005268 187.747072 0.0320236730482698 -0.00133000000005268
-243 0 448.034332 0.0678505784272896 0 0.00133000000005268 336.529956 0.0574013331776094 -0.00133000000005268
-236 16.125 344.35374 0.052130480311074 -16.125 0.00133000000005268 186.920409 0.0318826681582407 -0.00133000000005268
-236 26.6875 352.46201 0.0533472709164887 -26.6875 0.00133000000005268 103.06661 0.017579866380503 -0.00133000000005268
-262 0 280.657682 0.0425029617233938 0 0.00133000000005268 166.869254 0.028462574005871 -0.00133000000005268
-236 261.6875 433.786791 0.065165553626542 -261.6875 0.00133000000005268 220.252599 0.0375681098607327 -0.00133000000005268
-236 13.375 372.341789 0.0563735613633931 -13.375 0.00133000000005268 207.557808 0.0354027589241581 -0.00133000000005268
-236 309.1875 431.076082 0.0645000610007936 -309.1875 0.00133000000005268 427.0838 0.0728469804600959 -0.00133000000005268
