servers infra.cpu infra.freeCpu cpu.fragmentation cpu.remaing infra.mem infra.freeMem mem.fragmentation mem.remaing
3160 86.5 398.9033853 0.0603753137155057 -86.5 0.00133000000005268 723.7699702 0.123452265056645 -0.00133000000005268
3230 0 341.633082 0.0517371115738462 0 1113.18883 1335.48211614 0.219972368176344 -1113.18883
3179 0 452.954179 0.0685956429031159 0 684.00133 1000.66893648 0.166325550593332 -684.00133
3168 0 366.743586 0.0555398608261084 0 919.43883 1172.41858284 0.193744239402647 -919.43883
3733 2.375 470.389292 0.0712354494529473 -2.375 577.31383 969.4257057 0.16212090174785 -577.31383
2769 176.125 389.7279323 0.058889310375873 -176.125 0.00133000000005268 851.6703074 0.145268018615318 -0.00133000000005268
3179 0 433.078459 0.065585652368152 0 934.37633 1234.14329774 0.2044267806931 -934.37633
3177 0 311.096489 0.0471126322644152 0 853.62633 1100.2243321 0.182310284197232 -853.62633
2821 35.125 395.9065583 0.0599418735162008 -35.125 0.00133000000005268 761.0883472 0.129817599913756 -0.00133000000005268
3168 0 367.236113 0.0556144493999167 0 870.68883 1211.1316351 0.20055183027344 -870.68883
3185 0 316.553634 0.0479390654601901 0 815.93883 1051.2903341 0.173589812113657 -815.93883
3314 0 423.463683 0.0641295851285352 0 736.93883 1078.71428654 0.179218489855036 -736.93883
3174 0 381.591339 0.0577884131298982 0 679.37633 1067.30536164 0.177614019983839 -679.37633
3179 0 363.558875 0.0550575663499035 0 725.87633 962.5613171 0.159461216963741 -725.87633
3224 0 465.93452 0.0705613932533222 0 215.50133 720.3049781 0.121507189593244 -215.50133
3180 18.25 447.423378 0.067753897804974 -18.25 438.00133 869.6791283 0.145565022118121 -438.00133
3179 0 405.761397 0.0614487406958695 0 666.87633 1055.5593171 0.175571122349055 -666.87633
2427 133.25 441.73943 0.0668531756228014 -133.25 741.31383 928.623207 0.152617755732244 -741.31383
3228 0 525.393066 0.07956582985651 0 229.50133 800.60091264 0.13509756628615 -229.50133
3207 0 462.979358 0.0701138618104721 0 511.06383 977.2156591 0.163137809595174 -511.06383
3227 0 401.61553 0.0608208881989929 0 768.25133 1033.6538001 0.170827041699946 -768.25133
3366 0 476.087662 0.0720989909514254 0 809.06383 1071.61725878 0.177149415431395 -809.06383
3254 0 382.14545 0.057872328020293 0 956.56383 1130.88961644 0.187073287393243 -956.56383
3227 0 397.982604 0.0602707157838943 0 673.68883 857.3395191 0.140974988374015 -673.68883
3432 0 306.132727 0.046360917275584 0 1118.00133 1106.52516178 0.180371551683901 -1118.00133
3225 0 512.514785 0.0776155355317457 0 52.2513300000001 498.16222668 0.0846333140581855 -52.2513300000001
3244 0 404.862028 0.0613125397342218 0 837.68883 1048.52414564 0.173172998436404 -837.68883
2855 209.75 497.387849 0.0751316738596895 -209.75 0.00133000000005268 565.8482988 0.096515821669426 -0.00133000000005268
